Fund_Type,Fund_Manager,DBPedia_Fund_Manager,DBPediaURI_Fund_Manager,DBPediaData_Fund_Manager,Fund_Name,Fund_Contact,Fund_Contact_Telephone,Fund_Projected_Equity,Fund_Equity_Raised,Fund_Equity_Invested,Fund_Target_IRR,Fund_Minimum_IRR,Fund_Asset_Classes,Fund_Target_Locations,Fund_Data_Date,Fund_Data_Year,Fund_Currency
Opportunity,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Brookfield Strategic Real Estate Partners,Scott White,212-417-2578,"3,500,000,000","2,600,000,000","800,000,000",17-20,0.17,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","United States, Canada, Europe",3/1/13,2013,USD
Opportunity,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Brookfield Strategic Real Estate Partners,Scott White,212-417-2578,"3,500,000,000",0,0,17-20,0.17,Office,United States,1/11/12,2012,
Opportunity,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Brookfield Property Investors,Scott White,212-417-2578,"3,500,000,000",,,17-20,0.17,Office,United States,1/11/11,2011,
Opportunity,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Global Real Estate Investor Consortium,Barry Blattman,212-417-7276,"5,000,000,000","5,000,000,000","2,600,000,000",21,0.21,Office,Japan,1/11/12,2012,
Opportunity,Brookwood Financial,,,,Brookwood U.S. Real Estate Fund,Thomas Trkla,978-927-8300,"700,000,000",0,0,15-18,0.15,"Office, Retail, Industrial",United States,3/1/13,2013,USD
Opportunity,Brookwood Financial,,,,Brookwood U.S. Real Estate Fund,Thomas Trkla,978-927-8300,"300,000,000",0,0,15-18,0.15,"Office, Industrial",United States,1/11/12,2012,
Opportunity,Bryanston Realty,,,,Bryanston Real Estate Opportunity Fund 2,Tad Wefel,312-360-3101,"50,000,000","50,000,000","25,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Bryanston Realty,,,,Bryanston Real Estate Opportunity Fund 2,Tad Wefel,312-360-3101,"50,000,000","50,000,000","10,000,000",,,Office,United States,1/11/12,2012,
Opportunity,Bryanston Realty,,,,Bryanston Real Estate Opportunity Fund 2,Steven Smith,312-360-3101,"250,000,000","50,000,000",,20,0.20,Office,United States,1/11/12,2012,
Opportunity,C-III Capital,,,,C-III Recovery Fund 1,Bob Lieber,212-705-5050,"310,000,000","310,000,000","32,000,000",16,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,C-III Capital,,,,C-III Recovery Fund 1,Andrew Carr,212-705-5043,"209,000,000","209,000,000",,16,0.16,Office,United States,1/11/12,2012,
Opportunity,Cantor Real Estate,,,,Cantor Real Estate Income & Opportunity,Joel Cantor,813-968-3800,"200,000,000",0,0,,0.00,"Office, Lodging, Retail, Industrial, Multifamily, Niche, Distressed, Debt",United States,3/1/13,2013,USD
Opportunity,Canyon Capital Advisors,Canyon Capital Advisors,http://live.dbpedia.org/resource/Canyon_Capital_Advisors,http://live.dbpedia.org/data/Canyon_Capital_Advisors.json,Canyon Johnson Urban Fund 3,Bobby Turner,310-247-2700,"1,000,000,000","1,000,000,000","700,000,000",16-18,0.16,"Multifamily, Industrial, Retail",United States,3/1/13,2013,USD
Opportunity,Canyon Capital Advisors,Canyon Capital Advisors,http://live.dbpedia.org/resource/Canyon_Capital_Advisors,http://live.dbpedia.org/data/Canyon_Capital_Advisors.json,Canyon Johnson Urban Fund 3,Bobby Turner,310-247-2700,"1,000,000,000","1,000,000,000","332,000,000",16-18,0.16,Multifamily,Europe,1/11/11,2011,
Opportunity,Canyon Capital Advisors,Canyon Capital Advisors,http://live.dbpedia.org/resource/Canyon_Capital_Advisors,http://live.dbpedia.org/data/Canyon_Capital_Advisors.json,Canyon Johnson Urban Fund 3,Bobby Turner,310-247-2700,"1,000,000,000","1,000,000,000","700,000,000",16-18,0.16,Multifamily,United States,1/11/12,2012,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Asia Real Estate Partners 3,Jason Lee,85-22-878-7000,"750,000,000",0,0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Realty Partners 6,Rob Stuckey,202-729-5255,"2,340,000,000","2,340,000,000","994,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Realty Partners 6,Rob Stuckey,202-729-5255,"1,500,000,000","800,000,000",,20,0.20,Office,United States,1/11/12,2012,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Realty Partners 6,Rob Stuckey,202-729-5255,"2,340,000,000","2,340,000,000","468,000,000",,,Office,United States,1/11/12,2012,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Asia Real Estate Partners 2,Jason Lee,85-22-878-7000,"485,000,000","485,000,000","315,000,000",18,0.18,"Office, Retail",England,1/11/12,2012,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Asia Real Estate Partners 2,Jason Lee,85-22-878-7000,"485,000,000","485,000,000","361,900,000",,,Retail,Asia,1/11/12,2012,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Europe Real Estate Partners 3,Eric Sasson,33-15-370-3520,"2,967,021,900","2,967,021,900","2,095,012,686",20+,0.20,"Office, Other",Europe,1/11/12,2012,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Europe Real Estate Partners 3,Eric Sasson,33-15-370-3520,"3,070,893,300","3,070,893,300","1,996,080,645",20+,0.20,Office,Asia,1/11/11,2011,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Europe Real Estate Partners 4,Eric Sasson,33-15-370-3520,"2,662,200,000",0,0,20+,0.20,Office,Europe,1/11/12,2012,
Opportunity,Carlyle Group,Carlyle Group,http://live.dbpedia.org/resource/Carlyle_Group,http://live.dbpedia.org/data/Carlyle_Group.json,Carlyle Europe Real Estate Partners 4,Eric Sasson,33-15-370-3520,"2,755,400,000",,,20+,0.20,Office,United States,1/11/11,2011,
Opportunity,CarVal Investors,,,,CarVal Europe Real Estate Partners,Matthew Hanson,952-984-3632,"500,000,000","184,000,000","95,000,000",16,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","England, France",3/1/13,2013,USD
Opportunity,CarVal Investors,,,,CarVal Europe Real Estate Partners,Timothy Clark,952-984-3774,"665,550,000","183,600,000","54,162,000",16,0.16,"Office, Retail","England, France",1/11/12,2012,
Opportunity,CarVal Investors,,,,CVI Japan Real Estate Partners,Timothy Clark,952-984-3774,"500,000,000","200,000,000",0,16,0.16,Distressed,Japan,1/11/12,2012,
Opportunity,CB Richard Ellis Group,CB Richard Ellis Group,http://live.dbpedia.org/resource/CB_Richard_Ellis_Group,http://live.dbpedia.org/data/CB_Richard_Ellis_Group.json,CBRE China Opportunity Fund 2,Richard Van Den Berg,852-2-846-3080,"750,000,000",0,0,20,0.20,Multifamily,China,3/1/13,2013,USD
Opportunity,CB Richard Ellis Group,CB Richard Ellis Group,http://live.dbpedia.org/resource/CB_Richard_Ellis_Group,http://live.dbpedia.org/data/CB_Richard_Ellis_Group.json,CBRE China Opportunity Fund 2,Richard Van Den Berg,852-2-846-3080,"750,000,000",,,,,Multifamily,China,1/11/12,2012,
Opportunity,Century Bridge Capital,,,,Century Bridge China Real Estate Fund,"Thomas Delatour, Jeff Tucker",214-270-2121,"170,000,000","170,000,000",0,20+,0.20,Residential,China,3/1/13,2013,USD
Opportunity,Century Bridge Capital,,,,Century Bridge China Real Estate Fund,Thomas Delatour,86-10-6566-9907,"400,000,000",,,20+,0.20,Multifamily,India,1/11/11,2011,
Opportunity,Century Bridge Capital,,,,Century Bridge China Real Estate Fund,Thomas Delatour,86-10-6566-9907,"400,000,000",,,20+,0.20,Multifamily,China,1/11/12,2012,
Opportunity,Charles River Realty Investors,,,,Charles River Institutional Fund 1,Brian Clancy,617-559-5063,"200,000,000","200,000,000","84,000,000",15-18,0.15,Office,United States,1/11/11,2011,
Opportunity,Chesapeake Realty Partners,,,,CRP Multi-Family Fund A,Larry Macks,410-356-9900,"60,000,000","22,000,000",0,16+,0.16,"Multifamily, Development",Eastern United States,3/1/13,2013,USD
Opportunity,Chesapeake Realty Partners,,,,CRP Opportunity Fund,Larry Macks,410-356-9900,"66,000,000","66,000,000",0,18,0.18,Land,Eastern United States,3/1/13,2013,USD
Opportunity,Chesapeake Realty Partners,,,,CRP Opportunity Fund,Larry Macks,410-356-9900,"66,200,000","66,200,000",,,,Land,Boston,1/11/12,2012,
Opportunity,CIM Group,,,,CIM Fund 8,Shaul Kuba,323-860-4900,"2,000,000,000","350,000,000",0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,CIM Group,,,,CIM Real Estate Fund 3,Shaul Kuba,323-860-4900,"2,000,000,000","2,000,000,000","1,450,000,000",,,"Office, Retail, Industrial","United States, Mexico, Caribbean",1/11/12,2012,
Opportunity,CIM Group,,,,CIM Real Estate Fund 3,Shaul Kuba,323-860-4900,"2,000,000,000","2,000,000,000","1,450,000,000",17,0.17,Office,United States,1/11/12,2012,
Opportunity,"CIMB, Mapletree","CIMB, Mapletree Investments","http://live.dbpedia.org/resource/CIMB, http://live.dbpedia.org/resource/Mapletree_Investments","http://live.dbpedia.org/data/CIMB, http://live.dbpedia.org/data/Mapletree_Investments.json",CIMB-Mapletree Real Estate Fund 2,Chua Tiow Chye,65-6-377-6111,"1,000,000,000",0,0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Malaysia,3/1/13,2013,USD
Opportunity,Citic Group,Citic Group,http://live.dbpedia.org/resource/Citic_Group,http://live.dbpedia.org/data/Citic_Group.json,CITIC Capital China Retail Properties Investment Fund,Stanley Ching,852-2-237-6888,"600,000,000","494,000,000","72,000,000",18,0.18,Retail,China,3/1/13,2013,USD
Opportunity,Citic Group,Citic Group,http://live.dbpedia.org/resource/Citic_Group,http://live.dbpedia.org/data/Citic_Group.json,Capital China Real Estate Investment Fund 3,Stanley Ching,852-2-237-6888,"409,176,900","409,176,900","265,964,985",18,0.18,Office,Europe,1/11/12,2012,
Opportunity,Citic Group,Citic Group,http://live.dbpedia.org/resource/Citic_Group,http://live.dbpedia.org/data/Citic_Group.json,CITIC Capital China Real Estate Investment Fund 3,Stanley Ching,852-2-237-6888,"400,000,000","400,000,000","295,000,000",,,Office,China,1/11/12,2012,
Opportunity,Citic Group,Citic Group,http://live.dbpedia.org/resource/Citic_Group,http://live.dbpedia.org/data/Citic_Group.json,CITIC Capital China Retail Properties Investment Fund,Stanley Ching,852-2-237-6888,"600,000,000","225,000,000","126,000,000",18,0.18,Retail,China,1/11/12,2012,
Opportunity,CityView,,,,Southern California Development Fund 2,Henry Cisneros,310-566-8700,"200,000,000",0,0,16+,0.16,Multifamily,Southern California,3/1/13,2013,USD
Opportunity,CityView,,,,CityView Los Angeles Urban Fund,Con Howe,310-566-8738,"150,000,000","150,000,000","102,000,000",,,Land,Los Angeles,1/11/12,2012,
Opportunity,CityView,,,,CityView Los Angeles Urban Fund,Con Howe,310-566-8738,"150,000,000","150,000,000","70,000,000",18,0.18,Land,United States,1/11/12,2012,
Opportunity,Clairvue Capital,,,,Clairvue Capital Partners 2,Jeffrey Giller,415-318-7981,"500,000,000",0,0,15-20,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Clairvue Capital,,,,Clairvue Capital Partners 1,Jeffrey Giller,415-318-7981,"250,000,000","250,000,000","100,000,000",15-20,0.15,Office,United States,1/11/11,2011,
Opportunity,CLSA Capital,,,,Fudo Capital Fund 2,John Pattar,852-2-600-8888,"816,000,000","816,000,000","575,000,000",16,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,CLSA Capital,,,,Fudo Capital Fund 2,John Pattar,852-2-600-8888,"815,800,000","815,800,000","285,000,000",16,0.16,Office,United States,1/11/12,2012,
Opportunity,CLSA Capital,,,,Fudo Capital Fund 2,John Pattar,852-2-600-8888,"815,800,000","815,800,000","450,000,000",,,Office,Asia,1/11/12,2012,
Opportunity,Covenant Capital,,,,Covenant Apartment Fund 7,Rick Scarola,615-250-1617,"236,000,000","236,000,000","47,000,000",16,0.16,Multifamily,"Eastern United States, Southeastern United States",3/1/13,2013,USD
Opportunity,Covenant Capital,,,,Covenant Apartment Fund 7,Rick Scarola,615-250-1617,"300,000,000","65,000,000",0,16,0.16,Multifamily,Southeastern United States,1/11/12,2012,
Opportunity,Covenant Capital,,,,Covenant Apartment Fund 6,Rick Scarola,615-250-1617,"140,000,000","140,000,000","84,000,000",16,0.16,Multifamily,United States,1/11/12,2012,
Opportunity,Cypress Equities,,,,Cypress Equities Retail Acquisition Partners,Chris Maguire,214-561-8800,"300,000,000",0,0,17,0.17,Retail,United States,3/1/13,2013,USD
Opportunity,Cypress Equities,,,,Cypress Equities Retail Acquisition Partners,Chris Maguire,214-561-8800,"300,000,000",0,0,17,0.17,Retail,United States,1/11/12,2012,
Opportunity,Davis Cos.,,,,Davis Investment Ventures Value Opportunity Fund 2,Jonathan Davis,617-451-1300,"414,000,000","414,000,000","50,000,000",16,0.16,"Mezzanine Loans, Preferred Equity, Distressed, Debt",United States,3/1/13,2013,USD
Opportunity,DLJ Merchant Banking,DLJ Merchant Banking,http://live.dbpedia.org/resource/DLJ_Merchant_Banking,http://live.dbpedia.org/data/DLJ_Merchant_Banking.json,DLJ Real Estate Capital Partners 5,Carmine Fanelle,212-901-4931,"750,000,000","75,000,000",0,15-17,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","United States, Asia",3/1/13,2013,USD
Opportunity,Duet Private Equity,,,,Duet India Hotels,Alina Gorbacheva,646-747-2435,"160,000,000","160,000,000","63,000,000",25,0.25,Lodging,India,1/11/12,2012,
Opportunity,Duet Private Equity,,,,Duet Japan Special Situations Fund,Alina Gorbacheva,646-747-2435,"300,000,000",0,0,20,0.20,Office,Japan,1/11/12,2012,
Opportunity,Duet Private Equity,,,,South Asian Real Estate Limited,Alina Gorbacheva,646-747-2435,"335,097,000","335,097,000","196,279,741",25,0.25,Multifamily,India,1/11/12,2012,
Opportunity,Dune Real Estate,,,,Dune Real Estate Fund 3,Cia Buckley,212-301-8400,"850,000,000","175,000,000",0,20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","United States, Europe",3/1/13,2013,USD
Opportunity,Dune Real Estate,,,,Dune Real Estate Fund 3,Allie Sweeney,212-301-8301,"800,000,000",0,0,15-17,0.15,Office,United States,1/11/12,2012,
Opportunity,Dune Real Estate,,,,Dune Real Estate Fund 2,Allie Sweeney,212-301-8301,"800,000,000","800,000,000","600,000,000",15-17,0.15,Office,United States,1/11/12,2012,
Opportunity,Dune Real Estate,,,,Dune Real Estate Fund 2,Greg Rush,212-301-8336,"800,000,000","800,000,000","100,000,000",15-17,0.15,"Office, Multifamily","United States, Europe",1/11/11,2011,
Opportunity,Encore Housing,,,,Encore Housing Opportunity Fund 2,Oscar Vazquez,561-961-1858,"500,000,000","206,000,000",0,20,0.20,"Distressed, Multifamily, Mixed Use, Development",Southwestern United States,3/1/13,2013,USD
Opportunity,Equity International,Equity International,http://live.dbpedia.org/resource/Equity_International,http://live.dbpedia.org/data/Equity_International.json,EI Fund 5,Jonathan Lulu,312-675-7400,"650,000,000","650,000,000","362,000,000",16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Brazil,3/1/13,2013,USD
Opportunity,Equity International,Equity International,http://live.dbpedia.org/resource/Equity_International,http://live.dbpedia.org/data/Equity_International.json,EI Fund 5,Jonathan Lulu,312-675-7400,"650,000,000","650,000,000","208,000,000",16+,0.16,"Office, Retail","Brazil, Other",1/11/12,2012,
Opportunity,Europa Capital,,,,Europa Emerging Europe Fund,Tim Norman,44-207-881-6800,"213,000,000","213,000,000","126,000,000",20+,0.20,"Office, Retail, Multifamily, Niche",Eastern Europe,3/1/13,2013,EU
Opportunity,Europa Capital,,,,Europa Emerging Europe Fund,Tim Norman,44-207-881-6800,"218,300,400","218,300,400","128,836,402",20+,0.20,Office,Eastern Europe,1/11/12,2012,
Opportunity,Europa Capital,,,,Europa Emerging Europe Fund,Tim Norman,44-207-881-6800,"225,942,800","225,942,800","44,815,101",20+,0.20,Office,Mexico,1/11/11,2011,
Opportunity,Europa Capital,,,,Europa Fund 3,"Noel Manne, Charles Graham",44-207-881-6800,"948,000,000","948,000,000","564,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Opportunity,Europa Capital,,,,Europa Fund 3,"Noel Manne, Charles Graham",44-207-881-6800,"1,005,721,000","1,005,721,000","181,497,557",20,0.20,"Office, Multifamily",Asia,1/11/12,2012,
Opportunity,Europa Capital,,,,Europa Fund 3,"Noel Manne, Charles Graham",44-207-881-6800,"971,703,000","971,703,000","578,155,241",,,"Office, Retail",Europe,1/11/12,2012,
Opportunity,Europa Capital,,,,Europa Fund 4,"Noel Manne, Charles Graham",44-207-881-6800,"974,000,000","260,000,000",0,20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Opportunity,Fir Tree Partners,,,,Fir Tree Real Estate Opportunity Fund 2,Jeffrey Tannenbaum,212-599-0090,"500,000,000","401,000,000",,20,0.20,Debt,United States,1/11/12,2012,
Opportunity,Forge Capital Partners,,,,Forge Real Estate Partners 3,Peter Collins,813-574-6770,"250,000,000","40,000,000",0,16-18,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Fortress Investment Group,Fortress Investment Group,http://live.dbpedia.org/resource/Fortress_Investment_Group,http://live.dbpedia.org/data/Fortress_Investment_Group.json,Fortress Real Estate Opportunities,Tony Tufariello,212-798-6100,"1,000,000,000","100,000,000",0,17,0.17,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Fortress Investment Group,Fortress Investment Group,http://live.dbpedia.org/resource/Fortress_Investment_Group,http://live.dbpedia.org/data/Fortress_Investment_Group.json,Fortress Real Estate Opportunities,Tony Tufariello,212-798-6100,"1,000,000,000","100,000,000",0,17,0.17,Office,United States,1/11/12,2012,
Opportunity,Forum Partners,,,,Forum Asian Realty Income Fund 3,Merrit Maddux,852-2-522-2708,"375,000,000","375,000,000","225,000,000",18-20,0.18,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,Forum Partners,,,,Forum Asian Realty Income Fund 3,Merrit Maddux,852-2-522-2708,"1,000,000,000","275,000,000","50,000,000",18,0.18,"Office, Multifamily","United States, Canada",1/11/12,2012,
